"","country","year","expenditure per student"
"1","Afghanistan",1998,"X"
"2","Albania",1998,"X"
"3","Algeria",1998,"X"
"4","American Samoa",1998,"X"
"5","Andorra",1998,"X"
"6","Angola",1998,"X"
"7","Antigua and Barbuda",1998,"X"
"8","Argentina",1998,"20.215079099388401"
"9","Armenia",1998,"X"
"10","Aruba",1998,"X"
"11","Australia",1998,"27.548436534342301"
"12","Austria",1998,"X"
"13","Azerbaijan",1998,"X"
"14","Bahamas",1998,"X"
"15","Bahrain",1998,"X"
"16","Bangladesh",1998,"X"
"17","Barbados",1998,"X"
"18","Belarus",1998,"X"
"19","Belgium",1998,"X"
"20","Belize",1998,"X"
"21","Benin",1998,"X"
"22","Bermuda",1998,"X"
"23","Bhutan",1998,"X"
"24","Bolivia",1998,"52.226450813741003"
"25","Bosnia and Herzegovina",1998,"X"
"26","Botswana",1998,"X"
"27","Brazil",1998,"80.125043028610094"
"28","Brunei",1998,"X"
"29","Bulgaria",1998,"X"
"30","Burkina Faso",1998,"X"
"31","Burundi",1998,"X"
"32","Cambodia",1998,"X"
"33","Cameroon",1998,"X"
"34","Canada",1998,"43.996796250421298"
"35","Cape Verde",1998,"X"
"36","Cayman Islands",1998,"X"
"37","Central African Rep.",1998,"X"
"38","Chad",1998,"X"
"39","Channel Islands",1998,"X"
"40","Chile",1998,"20.969753317759899"
"41","China",1998,"X"
"42","Colombia",1998,"33.691224079423499"
"43","Comoros",1998,"X"
"44","Congo, Dem. Rep.",1998,"X"
"45","Congo, Rep.",1998,"X"
"46","Costa Rica",1998,"X"
"47","Cote d'Ivoire",1998,"X"
"48","Croatia",1998,"X"
"49","Cuba",1998,"116.264742289693"
"50","Cyprus",1998,"X"
"51","Czech Rep.",1998,"X"
"52","Denmark",1998,"X"
"53","Djibouti",1998,"X"
"54","Dominica",1998,"X"
"55","Dominican Rep.",1998,"X"
"56","Ecuador",1998,"X"
"57","Egypt",1998,"X"
"58","El Salvador",1998,"10.213226661271101"
"59","Equatorial Guinea",1998,"X"
"60","Eritrea",1998,"X"
"61","Estonia",1998,"X"
"62","Ethiopia",1998,"X"
"63","Faeroe Islands",1998,"X"
"64","Fiji",1998,"X"
"65","Finland",1998,"X"
"66","France",1998,"X"
"67","French Polynesia",1998,"X"
"68","Gabon",1998,"X"
"69","Gambia",1998,"X"
"70","Georgia",1998,"X"
"71","Germany",1998,"X"
"72","Ghana",1998,"X"
"73","Gibraltar",1998,"X"
"74","Greece",1998,"27.453596414688999"
"75","Greenland",1998,"X"
"76","Grenada",1998,"X"
"77","Guam",1998,"X"
"78","Guatemala",1998,"X"
"79","Guinea",1998,"X"
"80","Guinea-Bissau",1998,"X"
"81","Guyana",1998,"X"
"82","Haiti",1998,"X"
"83","Honduras",1998,"X"
"84","Hong Kong, China",1998,"X"
"85","Hungary",1998,"35.986558063525898"
"86","Iceland",1998,"X"
"87","India",1998,"X"
"88","Indonesia",1998,"X"
"89","Iran",1998,"X"
"90","Iraq",1998,"X"
"91","Ireland",1998,"29.043905351181401"
"92","Isle of Man",1998,"X"
"93","Israel",1998,"X"
"94","Italy",1998,"X"
"95","Jamaica",1998,"X"
"96","Japan",1998,"13.327017982843801"
"97","Jordan",1998,"X"
"98","Kazakhstan",1998,"X"
"99","Kenya",1998,"X"
"100","Kiribati",1998,"X"
"101","Korea, Dem. Rep.",1998,"X"
"102","Korea, Rep.",1998,"7.0218175901284603"
"103","Kosovo",1998,"X"
"104","Kuwait",1998,"X"
"105","Kyrgyzstan",1998,"X"
"106","Laos",1998,"X"
"107","Latvia",1998,"34.288856809174803"
"108","Lebanon",1998,"X"
"109","Lesotho",1998,"X"
"110","Liberia",1998,"X"
"111","Libya",1998,"X"
"112","Liechtenstein",1998,"X"
"113","Lithuania",1998,"X"
"114","Luxembourg",1998,"X"
"115","Macao, China",1998,"X"
"116","Macedonia, FYR",1998,"X"
"117","Madagascar",1998,"X"
"118","Malawi",1998,"X"
"119","Malaysia",1998,"X"
"120","Maldives",1998,"X"
"121","Mali",1998,"X"
"122","Malta",1998,"X"
"123","Marshall Islands",1998,"X"
"124","Mauritania",1998,"X"
"125","Mauritius",1998,"X"
"126","Mayotte",1998,"X"
"127","Mexico",1998,"X"
"128","Micronesia, Fed. Sts.",1998,"X"
"129","Moldova",1998,"X"
"130","Monaco",1998,"X"
"131","Mongolia",1998,"X"
"132","Montenegro",1998,"X"
"133","Morocco",1998,"X"
"134","Mozambique",1998,"X"
"135","Myanmar",1998,"X"
"136","Namibia",1998,"X"
"137","Nepal",1998,"X"
"138","Netherlands",1998,"X"
"139","New Caledonia",1998,"X"
"140","New Zealand",1998,"X"
"141","Nicaragua",1998,"X"
"142","Niger",1998,"X"
"143","Nigeria",1998,"X"
"144","Northern Mariana Islands",1998,"X"
"145","Norway",1998,"47.406343123293603"
"146","Oman",1998,"X"
"147","Pakistan",1998,"X"
"148","Palau",1998,"X"
"149","Panama",1998,"X"
"150","Papua New Guinea",1998,"X"
"151","Paraguay",1998,"X"
"152","Peru",1998,"X"
"153","Philippines",1998,"X"
"154","Poland",1998,"36.310264824629201"
"155","Portugal",1998,"X"
"156","Puerto Rico",1998,"X"
"157","Qatar",1998,"X"
"158","Romania",1998,"X"
"159","Russia",1998,"X"
"160","Rwanda",1998,"X"
"161","Saint Kitts and Nevis",1998,"X"
"162","Saint Lucia",1998,"X"
"163","Saint Martin",1998,"X"
"164","Saint Vincent and the Grenadines",1998,"X"
"165","Samoa",1998,"X"
"166","San Marino",1998,"X"
"167","Sao Tome and Principe",1998,"X"
"168","Saudi Arabia",1998,"X"
"169","Senegal",1998,"X"
"170","Serbia",1998,"X"
"171","Seychelles",1998,"X"
"172","Sierra Leone",1998,"X"
"173","Singapore",1998,"X"
"174","Slovak Republic",1998,"X"
"175","Slovenia",1998,"X"
"176","Solomon Islands",1998,"X"
"177","Somalia",1998,"X"
"178","South Africa",1998,"X"
"179","Spain",1998,"X"
"180","Sri Lanka",1998,"X"
"181","Sudan",1998,"X"
"182","Suriname",1998,"X"
"183","Swaziland",1998,"X"
"184","Sweden",1998,"X"
"185","Switzerland",1998,"X"
"186","Syria",1998,"X"
"187","Tajikistan",1998,"X"
"188","Tanzania",1998,"X"
"189","Thailand",1998,"45.726718141819703"
"190","Timor-Leste",1998,"X"
"191","Togo",1998,"X"
"192","Tonga",1998,"0"
"193","Trinidad and Tobago",1998,"X"
"194","Tunisia",1998,"X"
"195","Turkey",1998,"X"
"196","Turkmenistan",1998,"X"
"197","Turks and Caicos Islands",1998,"X"
"198","Tuvalu",1998,"X"
"199","Uganda",1998,"X"
"200","Ukraine",1998,"X"
"201","United Arab Emirates",1998,"X"
"202","United Kingdom",1998,"32.456459639661297"
"203","United States",1998,"27.451497493813498"
"204","Uruguay",1998,"X"
"205","Uzbekistan",1998,"X"
"206","Vanuatu",1998,"X"
"207","Venezuela",1998,"X"
"208","Vietnam",1998,"X"
"209","Virgin Islands (U.S.)",1998,"X"
"210","West Bank and Gaza",1998,"X"
"211","Yemen, Rep.",1998,"X"
"212","Zambia",1998,"X"
"213","Zimbabwe",1998,"X"
"214","Afghanistan",1999,"X"
"215","Albania",1999,"X"
"216","Algeria",1999,"X"
"217","American Samoa",1999,"X"
"218","Andorra",1999,"X"
"219","Angola",1999,"X"
"220","Antigua and Barbuda",1999,"X"
"221","Argentina",1999,"17.691659999999999"
"222","Armenia",1999,"X"
"223","Aruba",1999,"31.288889999999999"
"224","Australia",1999,"26.575379999999999"
"225","Austria",1999,"51.811630000000001"
"226","Azerbaijan",1999,"19.096520000000002"
"227","Bahamas",1999,"X"
"228","Bahrain",1999,"X"
"229","Bangladesh",1999,"46.63532"
"230","Barbados",1999,"63.869"
"231","Belarus",1999,"X"
"232","Belgium",1999,"X"
"233","Belize",1999,"X"
"234","Benin",1999,"X"
"235","Bermuda",1999,"X"
"236","Bhutan",1999,"X"
"237","Bolivia",1999,"44.08737"
"238","Bosnia and Herzegovina",1999,"X"
"239","Botswana",1999,"X"
"240","Brazil",1999,"57.224200000000003"
"241","Brunei",1999,"X"
"242","Bulgaria",1999,"X"
"243","Burkina Faso",1999,"X"
"244","Burundi",1999,"1036.1281100000001"
"245","Cambodia",1999,"X"
"246","Cameroon",1999,"X"
"247","Canada",1999,"X"
"248","Cape Verde",1999,"X"
"249","Cayman Islands",1999,"X"
"250","Central African Rep.",1999,"X"
"251","Chad",1999,"X"
"252","Channel Islands",1999,"X"
"253","Chile",1999,"X"
"254","China",1999,"89.997450000000001"
"255","Colombia",1999,"37.718780000000002"
"256","Comoros",1999,"X"
"257","Congo, Dem. Rep.",1999,"X"
"258","Congo, Rep.",1999,"X"
"259","Costa Rica",1999,"X"
"260","Cote d'Ivoire",1999,"141.04518999999999"
"261","Croatia",1999,"35.82432"
"262","Cuba",1999,"77.575710000000001"
"263","Cyprus",1999,"47.882730000000002"
"264","Czech Rep.",1999,"33.728090000000002"
"265","Denmark",1999,"65.862579999999994"
"266","Djibouti",1999,"X"
"267","Dominica",1999,"X"
"268","Dominican Rep.",1999,"X"
"269","Ecuador",1999,"X"
"270","Egypt",1999,"X"
"271","El Salvador",1999,"X"
"272","Equatorial Guinea",1999,"X"
"273","Eritrea",1999,"X"
"274","Estonia",1999,"31.815020000000001"
"275","Ethiopia",1999,"X"
"276","Faeroe Islands",1999,"X"
"277","Fiji",1999,"X"
"278","Finland",1999,"40.48563"
"279","France",1999,"30.66499"
"280","French Polynesia",1999,"X"
"281","Gabon",1999,"X"
"282","Gambia",1999,"X"
"283","Georgia",1999,"X"
"284","Germany",1999,"X"
"285","Ghana",1999,"X"
"286","Gibraltar",1999,"X"
"287","Greece",1999,"26.468730000000001"
"288","Greenland",1999,"X"
"289","Grenada",1999,"X"
"290","Guam",1999,"X"
"291","Guatemala",1999,"X"
"292","Guinea",1999,"X"
"293","Guinea-Bissau",1999,"X"
"294","Guyana",1999,"X"
"295","Haiti",1999,"X"
"296","Honduras",1999,"X"
"297","Hong Kong, China",1999,"X"
"298","Hungary",1999,"34.086120000000001"
"299","Iceland",1999,"39.037199999999999"
"300","India",1999,"X"
"301","Indonesia",1999,"X"
"302","Iran",1999,"X"
"303","Iraq",1999,"X"
"304","Ireland",1999,"28.580939999999998"
"305","Isle of Man",1999,"X"
"306","Israel",1999,"30.92934"
"307","Italy",1999,"27.557040000000001"
"308","Jamaica",1999,"X"
"309","Japan",1999,"15.122059999999999"
"310","Jordan",1999,"X"
"311","Kazakhstan",1999,"X"
"312","Kenya",1999,"X"
"313","Kiribati",1999,"X"
"314","Korea, Dem. Rep.",1999,"X"
"315","Korea, Rep.",1999,"8.3696900000000003"
"316","Kosovo",1999,"X"
"317","Kuwait",1999,"X"
"318","Kyrgyzstan",1999,"24.329509999999999"
"319","Laos",1999,"67.699510000000004"
"320","Latvia",1999,"27.93608"
"321","Lebanon",1999,"13.77454"
"322","Lesotho",1999,"X"
"323","Liberia",1999,"X"
"324","Libya",1999,"23.449590000000001"
"325","Liechtenstein",1999,"X"
"326","Lithuania",1999,"X"
"327","Luxembourg",1999,"X"
"328","Macao, China",1999,"59.552759999999999"
"329","Macedonia, FYR",1999,"X"
"330","Madagascar",1999,"X"
"331","Malawi",1999,"2503.9134300000001"
"332","Malaysia",1999,"X"
"333","Maldives",1999,"X"
"334","Mali",1999,"256.83575000000002"
"335","Malta",1999,"X"
"336","Marshall Islands",1999,"X"
"337","Mauritania",1999,"80.088849999999994"
"338","Mauritius",1999,"X"
"339","Mayotte",1999,"X"
"340","Mexico",1999,"48.79119"
"341","Micronesia, Fed. Sts.",1999,"X"
"342","Moldova",1999,"X"
"343","Monaco",1999,"X"
"344","Mongolia",1999,"X"
"345","Montenegro",1999,"X"
"346","Morocco",1999,"97.122129999999999"
"347","Mozambique",1999,"1408.93451"
"348","Myanmar",1999,"X"
"349","Namibia",1999,"157.30356"
"350","Nepal",1999,"X"
"351","Netherlands",1999,"47.4251"
"352","New Caledonia",1999,"X"
"353","New Zealand",1999,"39.51699"
"354","Nicaragua",1999,"X"
"355","Niger",1999,"X"
"356","Nigeria",1999,"X"
"357","Northern Mariana Islands",1999,"X"
"358","Norway",1999,"45.831699999999998"
"359","Oman",1999,"X"
"360","Pakistan",1999,"X"
"361","Palau",1999,"X"
"362","Panama",1999,"33.676870000000001"
"363","Papua New Guinea",1999,"X"
"364","Paraguay",1999,"X"
"365","Peru",1999,"X"
"366","Philippines",1999,"X"
"367","Poland",1999,"21.105"
"368","Portugal",1999,"27.138169999999999"
"369","Puerto Rico",1999,"X"
"370","Qatar",1999,"X"
"371","Romania",1999,"X"
"372","Russia",1999,"X"
"373","Rwanda",1999,"X"
"374","Saint Kitts and Nevis",1999,"X"
"375","Saint Lucia",1999,"X"
"376","Saint Martin",1999,"X"
"377","Saint Vincent and the Grenadines",1999,"X"
"378","Samoa",1999,"212.56163000000001"
"379","San Marino",1999,"X"
"380","Sao Tome and Principe",1999,"X"
"381","Saudi Arabia",1999,"X"
"382","Senegal",1999,"X"
"383","Serbia",1999,"X"
"384","Seychelles",1999,"X"
"385","Sierra Leone",1999,"X"
"386","Singapore",1999,"X"
"387","Slovak Republic",1999,"32.848550000000003"
"388","Slovenia",1999,"X"
"389","Solomon Islands",1999,"X"
"390","Somalia",1999,"X"
"391","South Africa",1999,"X"
"392","Spain",1999,"19.635490000000001"
"393","Sri Lanka",1999,"X"
"394","Sudan",1999,"X"
"395","Suriname",1999,"X"
"396","Swaziland",1999,"X"
"397","Sweden",1999,"51.709229999999998"
"398","Switzerland",1999,"53.837310000000002"
"399","Syria",1999,"X"
"400","Tajikistan",1999,"X"
"401","Tanzania",1999,"X"
"402","Thailand",1999,"X"
"403","Timor-Leste",1999,"X"
"404","Togo",1999,"X"
"405","Tonga",1999,"X"
"406","Trinidad and Tobago",1999,"148.34242"
"407","Tunisia",1999,"81.080510000000004"
"408","Turkey",1999,"35.313589999999998"
"409","Turkmenistan",1999,"X"
"410","Turks and Caicos Islands",1999,"X"
"411","Tuvalu",1999,"X"
"412","Uganda",1999,"X"
"413","Ukraine",1999,"X"
"414","United Arab Emirates",1999,"X"
"415","United Kingdom",1999,"25.608730000000001"
"416","United States",1999,"26.766459999999999"
"417","Uruguay",1999,"X"
"418","Uzbekistan",1999,"X"
"419","Vanuatu",1999,"117.79128"
"420","Venezuela",1999,"X"
"421","Vietnam",1999,"X"
"422","Virgin Islands (U.S.)",1999,"X"
"423","West Bank and Gaza",1999,"X"
"424","Yemen, Rep.",1999,"X"
"425","Zambia",1999,"X"
"426","Zimbabwe",1999,"X"
"427","Afghanistan",2000,"X"
"428","Albania",2000,"X"
"429","Algeria",2000,"X"
"430","American Samoa",2000,"X"
"431","Andorra",2000,"X"
"432","Angola",2000,"X"
"433","Antigua and Barbuda",2000,"X"
"434","Argentina",2000,"17.7225"
"435","Armenia",2000,"X"
"436","Aruba",2000,"28.775690000000001"
"437","Australia",2000,"25.64508"
"438","Austria",2000,"43.922449999999998"
"439","Azerbaijan",2000,"15.91147"
"440","Bahamas",2000,"X"
"441","Bahrain",2000,"X"
"442","Bangladesh",2000,"42.22325"
"443","Barbados",2000,"51.128959999999999"
"444","Belarus",2000,"X"
"445","Belgium",2000,"X"
"446","Belize",2000,"X"
"447","Benin",2000,"208.22192000000001"
"448","Bermuda",2000,"X"
"449","Bhutan",2000,"427.90760999999998"
"450","Bolivia",2000,"47.05885"
"451","Bosnia and Herzegovina",2000,"X"
"452","Botswana",2000,"X"
"453","Brazil",2000,"55.574359999999999"
"454","Brunei",2000,"X"
"455","Bulgaria",2000,"X"
"456","Burkina Faso",2000,"X"
"457","Burundi",2000,"908.99967000000004"
"458","Cambodia",2000,"X"
"459","Cameroon",2000,"X"
"460","Canada",2000,"X"
"461","Cape Verde",2000,"X"
"462","Cayman Islands",2000,"X"
"463","Central African Rep.",2000,"X"
"464","Chad",2000,"X"
"465","Channel Islands",2000,"X"
"466","Chile",2000,"19.37444"
"467","China",2000,"X"
"468","Colombia",2000,"29.574169999999999"
"469","Comoros",2000,"X"
"470","Congo, Dem. Rep.",2000,"X"
"471","Congo, Rep.",2000,"X"
"472","Costa Rica",2000,"X"
"473","Cote d'Ivoire",2000,"133.66546"
"474","Croatia",2000,"42.422849999999997"
"475","Cuba",2000,"94.742729999999995"
"476","Cyprus",2000,"61.062869999999997"
"477","Czech Rep.",2000,"30.49427"
"478","Denmark",2000,"70.177130000000005"
"479","Djibouti",2000,"X"
"480","Dominica",2000,"X"
"481","Dominican Rep.",2000,"X"
"482","Ecuador",2000,"X"
"483","Egypt",2000,"X"
"484","El Salvador",2000,"8.8571200000000001"
"485","Equatorial Guinea",2000,"X"
"486","Eritrea",2000,"X"
"487","Estonia",2000,"X"
"488","Ethiopia",2000,"X"
"489","Faeroe Islands",2000,"X"
"490","Fiji",2000,"X"
"491","Finland",2000,"38.417810000000003"
"492","France",2000,"30.220600000000001"
"493","French Polynesia",2000,"X"
"494","Gabon",2000,"X"
"495","Gambia",2000,"X"
"496","Georgia",2000,"X"
"497","Germany",2000,"X"
"498","Ghana",2000,"X"
"499","Gibraltar",2000,"X"
"500","Greece",2000,"20.990500000000001"
"501","Greenland",2000,"X"
"502","Grenada",2000,"X"
"503","Guam",2000,"X"
"504","Guatemala",2000,"X"
"505","Guinea",2000,"X"
"506","Guinea-Bissau",2000,"X"
"507","Guyana",2000,"X"
"508","Haiti",2000,"X"
"509","Honduras",2000,"X"
"510","Hong Kong, China",2000,"X"
"511","Hungary",2000,"34.639290000000003"
"512","Iceland",2000,"35.094279999999998"
"513","India",2000,"94.968869999999995"
"514","Indonesia",2000,"X"
"515","Iran",2000,"X"
"516","Iraq",2000,"X"
"517","Ireland",2000,"30.62078"
"518","Isle of Man",2000,"X"
"519","Israel",2000,"29.194210000000002"
"520","Italy",2000,"26.623419999999999"
"521","Jamaica",2000,"X"
"522","Japan",2000,"17.702729999999999"
"523","Jordan",2000,"X"
"524","Kazakhstan",2000,"X"
"525","Kenya",2000,"207.88399000000001"
"526","Kiribati",2000,"X"
"527","Korea, Dem. Rep.",2000,"X"
"528","Korea, Rep.",2000,"X"
"529","Kosovo",2000,"X"
"530","Kuwait",2000,"X"
"531","Kyrgyzstan",2000,"15.79621"
"532","Laos",2000,"69.482169999999996"
"533","Latvia",2000,"22.655899999999999"
"534","Lebanon",2000,"9.7288999999999994"
"535","Lesotho",2000,"939.74064999999996"
"536","Liberia",2000,"X"
"537","Libya",2000,"X"
"538","Liechtenstein",2000,"X"
"539","Lithuania",2000,"X"
"540","Luxembourg",2000,"X"
"541","Macao, China",2000,"60.317149999999998"
"542","Macedonia, FYR",2000,"X"
"543","Madagascar",2000,"X"
"544","Malawi",2000,"2502.7097199999998"
"545","Malaysia",2000,"81.629440000000002"
"546","Maldives",2000,"X"
"547","Mali",2000,"X"
"548","Malta",2000,"X"
"549","Marshall Islands",2000,"X"
"550","Mauritania",2000,"X"
"551","Mauritius",2000,"X"
"552","Mayotte",2000,"X"
"553","Mexico",2000,"X"
"554","Micronesia, Fed. Sts.",2000,"X"
"555","Moldova",2000,"X"
"556","Monaco",2000,"X"
"557","Mongolia",2000,"X"
"558","Montenegro",2000,"X"
"559","Morocco",2000,"112.08526000000001"
"560","Mozambique",2000,"X"
"561","Myanmar",2000,"X"
"562","Namibia",2000,"X"
"563","Nepal",2000,"141.33401000000001"
"564","Netherlands",2000,"45.370429999999999"
"565","New Caledonia",2000,"X"
"566","New Zealand",2000,"X"
"567","Nicaragua",2000,"X"
"568","Niger",2000,"X"
"569","Nigeria",2000,"X"
"570","Northern Mariana Islands",2000,"X"
"571","Norway",2000,"39.317129999999999"
"572","Oman",2000,"X"
"573","Pakistan",2000,"X"
"574","Palau",2000,"X"
"575","Panama",2000,"31.86636"
"576","Papua New Guinea",2000,"X"
"577","Paraguay",2000,"58.87077"
"578","Peru",2000,"X"
"579","Philippines",2000,"14.351649999999999"
"580","Poland",2000,"17.645299999999999"
"581","Portugal",2000,"25.89706"
"582","Puerto Rico",2000,"X"
"583","Qatar",2000,"X"
"584","Romania",2000,"X"
"585","Russia",2000,"10.94678"
"586","Rwanda",2000,"1228.1434899999999"
"587","Saint Kitts and Nevis",2000,"X"
"588","Saint Lucia",2000,"X"
"589","Saint Martin",2000,"X"
"590","Saint Vincent and the Grenadines",2000,"X"
"591","Samoa",2000,"137.02419"
"592","San Marino",2000,"X"
"593","Sao Tome and Principe",2000,"X"
"594","Saudi Arabia",2000,"X"
"595","Senegal",2000,"X"
"596","Serbia",2000,"X"
"597","Seychelles",2000,"X"
"598","Sierra Leone",2000,"X"
"599","Singapore",2000,"X"
"600","Slovak Republic",2000,"28.589289999999998"
"601","Slovenia",2000,"X"
"602","Solomon Islands",2000,"X"
"603","Somalia",2000,"X"
"604","South Africa",2000,"X"
"605","Spain",2000,"20.54092"
"606","Sri Lanka",2000,"X"
"607","Sudan",2000,"X"
"608","Suriname",2000,"X"
"609","Swaziland",2000,"434.88128"
"610","Sweden",2000,"49.79654"
"611","Switzerland",2000,"53.13503"
"612","Syria",2000,"X"
"613","Tajikistan",2000,"X"
"614","Tanzania",2000,"X"
"615","Thailand",2000,"36.50882"
"616","Timor-Leste",2000,"X"
"617","Togo",2000,"X"
"618","Tonga",2000,"X"
"619","Trinidad and Tobago",2000,"X"
"620","Tunisia",2000,"71.3386"
"621","Turkey",2000,"32.069899999999997"
"622","Turkmenistan",2000,"X"
"623","Turks and Caicos Islands",2000,"X"
"624","Tuvalu",2000,"X"
"625","Uganda",2000,"X"
"626","Ukraine",2000,"36.480260000000001"
"627","United Arab Emirates",2000,"26.231470000000002"
"628","United Kingdom",2000,"22.953199999999999"
"629","United States",2000,"X"
"630","Uruguay",2000,"X"
"631","Uzbekistan",2000,"X"
"632","Vanuatu",2000,"145.93231"
"633","Venezuela",2000,"X"
"634","Vietnam",2000,"X"
"635","Virgin Islands (U.S.)",2000,"X"
"636","West Bank and Gaza",2000,"X"
"637","Yemen, Rep.",2000,"X"
"638","Zambia",2000,"160.37991"
"639","Zimbabwe",2000,"X"
"640","Afghanistan",2001,"X"
"641","Albania",2001,"X"
"642","Algeria",2001,"X"
"643","American Samoa",2001,"X"
"644","Andorra",2001,"X"
"645","Angola",2001,"X"
"646","Antigua and Barbuda",2001,"X"
"647","Argentina",2001,"16.099720000000001"
"648","Armenia",2001,"X"
"649","Aruba",2001,"33.071559999999998"
"650","Australia",2001,"25.694469999999999"
"651","Austria",2001,"41.239669999999997"
"652","Azerbaijan",2001,"14.154489999999999"
"653","Bahamas",2001,"X"
"654","Bahrain",2001,"X"
"655","Bangladesh",2001,"36.664900000000003"
"656","Barbados",2001,"70.543629999999993"
"657","Belarus",2001,"X"
"658","Belgium",2001,"38.187309999999997"
"659","Belize",2001,"X"
"660","Benin",2001,"160.19972999999999"
"661","Bermuda",2001,"X"
"662","Bhutan",2001,"X"
"663","Bolivia",2001,"43.976909999999997"
"664","Bosnia and Herzegovina",2001,"X"
"665","Botswana",2001,"X"
"666","Brazil",2001,"47.460279999999997"
"667","Brunei",2001,"X"
"668","Bulgaria",2001,"17.567150000000002"
"669","Burkina Faso",2001,"X"
"670","Burundi",2001,"1103.0769600000001"
"671","Cambodia",2001,"42.496020000000001"
"672","Cameroon",2001,"X"
"673","Canada",2001,"X"
"674","Cape Verde",2001,"X"
"675","Cayman Islands",2001,"X"
"676","Central African Rep.",2001,"X"
"677","Chad",2001,"X"
"678","Channel Islands",2001,"X"
"679","Chile",2001,"X"
"680","China",2001,"X"
"681","Colombia",2001,"30.322320000000001"
"682","Comoros",2001,"X"
"683","Congo, Dem. Rep.",2001,"X"
"684","Congo, Rep.",2001,"X"
"685","Costa Rica",2001,"X"
"686","Cote d'Ivoire",2001,"X"
"687","Croatia",2001,"X"
"688","Cuba",2001,"89.463800000000006"
"689","Cyprus",2001,"41.441200000000002"
"690","Czech Rep.",2001,"31.115819999999999"
"691","Denmark",2001,"75.509150000000005"
"692","Djibouti",2001,"X"
"693","Dominica",2001,"X"
"694","Dominican Rep.",2001,"X"
"695","Ecuador",2001,"X"
"696","Egypt",2001,"X"
"697","El Salvador",2001,"X"
"698","Equatorial Guinea",2001,"X"
"699","Eritrea",2001,"430.82274999999998"
"700","Estonia",2001,"24.200140000000001"
"701","Ethiopia",2001,"X"
"702","Faeroe Islands",2001,"X"
"703","Fiji",2001,"X"
"704","Finland",2001,"37.063130000000001"
"705","France",2001,"29.73394"
"706","French Polynesia",2001,"X"
"707","Gabon",2001,"X"
"708","Gambia",2001,"X"
"709","Georgia",2001,"X"
"710","Germany",2001,"X"
"711","Ghana",2001,"X"
"712","Gibraltar",2001,"X"
"713","Greece",2001,"24.67004"
"714","Greenland",2001,"X"
"715","Grenada",2001,"X"
"716","Guam",2001,"X"
"717","Guatemala",2001,"X"
"718","Guinea",2001,"X"
"719","Guinea-Bissau",2001,"X"
"720","Guyana",2001,"X"
"721","Haiti",2001,"X"
"722","Honduras",2001,"X"
"723","Hong Kong, China",2001,"X"
"724","Hungary",2001,"32.692169999999997"
"725","Iceland",2001,"34.819400000000002"
"726","India",2001,"X"
"727","Indonesia",2001,"X"
"728","Iran",2001,"35.53519"
"729","Iraq",2001,"X"
"730","Ireland",2001,"28.238140000000001"
"731","Isle of Man",2001,"X"
"732","Israel",2001,"28.75497"
"733","Italy",2001,"24.977419999999999"
"734","Jamaica",2001,"70.367649999999998"
"735","Japan",2001,"17.415579999999999"
"736","Jordan",2001,"X"
"737","Kazakhstan",2001,"X"
"738","Kenya",2001,"225.02829"
"739","Kiribati",2001,"X"
"740","Korea, Dem. Rep.",2001,"X"
"741","Korea, Rep.",2001,"X"
"742","Kosovo",2001,"X"
"743","Kuwait",2001,"X"
"744","Kyrgyzstan",2001,"17.259509999999999"
"745","Laos",2001,"110.12857"
"746","Latvia",2001,"19.654029999999999"
"747","Lebanon",2001,"X"
"748","Lesotho",2001,"912.29988000000003"
"749","Liberia",2001,"X"
"750","Libya",2001,"X"
"751","Liechtenstein",2001,"X"
"752","Lithuania",2001,"34.182879999999997"
"753","Luxembourg",2001,"X"
"754","Macao, China",2001,"X"
"755","Macedonia, FYR",2001,"X"
"756","Madagascar",2001,"X"
"757","Malawi",2001,"1870.3584599999999"
"758","Malaysia",2001,"110.27001"
"759","Maldives",2001,"X"
"760","Mali",2001,"X"
"761","Malta",2001,"X"
"762","Marshall Islands",2001,"X"
"763","Mauritania",2001,"X"
"764","Mauritius",2001,"25.424769999999999"
"765","Mayotte",2001,"X"
"766","Mexico",2001,"37.015059999999998"
"767","Micronesia, Fed. Sts.",2001,"X"
"768","Moldova",2001,"X"
"769","Monaco",2001,"X"
"770","Mongolia",2001,"X"
"771","Montenegro",2001,"X"
"772","Morocco",2001,"95.147509999999997"
"773","Mozambique",2001,"X"
"774","Myanmar",2001,"26.96266"
"775","Namibia",2001,"X"
"776","Nepal",2001,"104.6069"
"777","Netherlands",2001,"43.201439999999998"
"778","New Caledonia",2001,"X"
"779","New Zealand",2001,"35.842840000000002"
"780","Nicaragua",2001,"X"
"781","Niger",2001,"X"
"782","Nigeria",2001,"X"
"783","Northern Mariana Islands",2001,"X"
"784","Norway",2001,"43.632599999999996"
"785","Oman",2001,"X"
"786","Pakistan",2001,"X"
"787","Palau",2001,"80.99991"
"788","Panama",2001,"29.396339999999999"
"789","Papua New Guinea",2001,"X"
"790","Paraguay",2001,"48.718200000000003"
"791","Peru",2001,"21.05331"
"792","Philippines",2001,"13.30452"
"793","Poland",2001,"18.033660000000001"
"794","Portugal",2001,"26.382549999999998"
"795","Puerto Rico",2001,"X"
"796","Qatar",2001,"X"
"797","Romania",2001,"32.59451"
"798","Russia",2001,"10.94642"
"799","Rwanda",2001,"X"
"800","Saint Kitts and Nevis",2001,"X"
